"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-13",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-14",,,,,"0.18","3.0","3.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-15",,,,,"0.00","0.0","2.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-16",,,,,"0.09","2.0","3.7",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-17",,,,,"0.16","2.5","5.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-18",,,,,"0.03","1.0","4.2",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-19",,,,,"0.07","2.0","5.3",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-20",,,,,"0.00","0.0","4.2",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-21",,,,,"0.00","0.0","3.5",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-22",,,,,"0.00","0.0","2.5",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-23",,,,,"0.16","0.0","1.2",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-24",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-25",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-26",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-27",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-28",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-02-29",,,,,"0.20","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-01",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-02",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-03",,,,,"0.19","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-04",,,,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-05",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-06",,,,,"0.09","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-07",,,,,"1.27","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-08",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-09",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-10",,,,,"0.68","1.7","1.7",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-11",,,,,"0.38","4.0","4.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-12",,,,,"0.18","2.0","4.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-13",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-14",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-15",,,,,"0.61","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-16",,,,,"0.04","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-17",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-18",,,,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-19",,,,,"0.21","3.0","2.5",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-20",,,,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-21",,,,,"0.32","5.0","4.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-22",,,,,"0.00","0.0","1.5",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-23",,,,,"0.14","2.0","3.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-24",,,,,"0.62","8.0","8.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-25",,,,,"0.00","0.0","4.5",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-26",,,,,"0.00","0.0","2.5",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-27",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-28",,,,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-29",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-30",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-03-31",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-01",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-02",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-03",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-04",,,,,"0.63","6.0","6.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-05",,,,,"0.65","8.5","10.3",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-06",,,,,"0.03","0.0","4.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-07",,,,,"0.00","0.0","2.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-08",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-09",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-10",,,,,"0.08","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-11",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-12",,,,,"0.12","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-13",,,,,"0.42","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-14",,,,,"0.14","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-15",,,,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-16",,,,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-17",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-18",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-19",,,,,"0.35","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-20",,,,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-21",,,,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-22",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-23",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-24",,,,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-25",,,,,"0.12","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-26",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-27",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-28",,,,,"0.06","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-29",,,,,"0.38",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-04-30",,,,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-01",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-05",,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-06",,,,,"0.49",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-07",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-09",,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-10",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-11",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-12",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-14",,,,,"0.32",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-15",,,,,"0.29",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-16",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-17",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-19",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-22",,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-23",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-28",,,,,"0.47",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-29",,,,,"0.11",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-05-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-06",,,,,"0.25",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-07",,,,,"1.07",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-08",,,,,"1.19",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-09",,,,,"0.13",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-10",,,,,"0.35",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-11",,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-12",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-14",,,,,"0.16",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-15",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-20",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-21",,,,,"0.58",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-22",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-23",,,,,"0.49",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-24",,,,,"1.40",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-25",,,,,"0.16",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-26",,,,,"0.11",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-27",,,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-28",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-29",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-06-30",,,,,"0.65",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-01",,,,,"0.23",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-02",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-04",,,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-06",,,,,"1.39",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-07",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-08",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-11",,,,,"2.51",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-12",,,,,"0.39",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-13",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-14",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-15",,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-16",,,,,"0.68",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-17",,,,,"0.30",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-18",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-21",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-23",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-25",,,,,"0.39",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-26",,,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-07-31",,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-01",,,,,"0.19",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-03",,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-05",,,,,"0.77",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-06",,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-07",,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-09",,,,,"0.95",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-10",,,,,"0.70",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-12",,,,,"0.32",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-13",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-15",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-18",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-20",,,,,"1.61",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-21",,,,,"0.24",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-22",,,,,"0.54",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-23",,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-26",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-29",,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-08-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-09-01",,,,,"0.33",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-09-02",,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-09-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-09-04",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-09-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1VTCH0038","WILLISTON 0.2 WSW, VT US","2024-09-06",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
